AQI,VIB,AccelY,GyroY,GyroZ,eCO2,CO,AccelX,AccelZ,TVOC,GyroX,label
-0.2821510516226076,-1.3308777356832997,-1.334456606025716,-1.2633987576079548,-0.1062011802465083,-0.2887140777864668,0.7190469941582505,-1.478058447160983,-1.1504164768932237,-0.3060338688391815,1.0657440894160777,0
-0.2821510516226076,-1.3286305647635144,-1.3324489819338248,-1.2633987576079548,-0.1062011802465083,-0.2874317492066631,0.7190469941582505,-1.478058447160983,-1.1504164768932237,-0.3044013222447021,1.0657440894160777,0
-0.2821510516226076,-1.3308777356832997,-1.328433733750042,-1.2633987576079548,-0.1062011802465083,-0.2887140777864668,0.5771150420656947,-1.4770223143151513,-1.1494294127432756,-0.3049691645384341,1.0657440894160777,0
-0.2821510516226076,-1.3308777356832997,-1.3277645257194115,-1.2633987576079548,-0.1062011802465083,-0.2875071802995927,0.5771150420656947,-1.479094580006814,-1.1494294127432756,-0.3044013222447021,1.049878778018394,0
-0.2821510516226076,-1.3286305647635144,-1.3371334381482378,-1.2649002899874044,-0.0592118644204732,-0.2887140777864668,0.5771150420656947,-1.4785765135838984,-1.145481156143485,-0.3061048491258981,1.0657440894160777,0
-0.2821510516226076,-1.3286305647635144,-1.333118189964455,-1.2626479914182298,-0.1531904960725434,-0.2887140777864668,0.5771150420656947,-1.4772813475266091,-1.1583129900928046,-0.3051111251118671,1.0816094008137611,0
-0.2821510516226076,-1.3308777356832997,-1.3398102702707595,-1.2633987576079548,-0.1062011802465083,-0.2873563181137334,0.5771150420656947,-1.4798716796411877,-1.1464682202934326,-0.3043303419579856,1.0657440894160777,0
-0.2821510516226076,-1.3286305647635144,-1.334456606025716,-1.2633987576079548,-0.1531904960725434,-0.2887140777864668,0.5771150420656947,-1.47598618146932,-1.1731189523420196,-0.3051111251118671,1.0816094008137611,0
-0.2821510516226076,-1.3308777356832997,-1.334456606025716,-1.2633987576079548,-0.1062011802465083,-0.2887140777864668,0.5771150420656947,-1.477799413949525,-1.1405458353937463,-0.3053950462587331,1.0657440894160777,0
-0.2821510516226076,-1.3286305647635144,-1.334456606025716,-1.2626479914182298,-0.1296958381595259,-0.2887140777864668,0.5771150420656947,-1.4775403807380671,-1.154364733493014,-0.3049691645384341,1.0816094008137611,0
